Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga
Denpa-teki na Kanojo,"Mystery,Suspense",1566,1342,7.53,2,42 min. per ep.,OVA ,Feb 2009 , Dec 2009,149388,7.43,3474.0,5258.0,3644.0,21,"Sep  22, 2004 to Jul  22, 2005",[],,"Katayama, Kentarou (Story), Yamamoto, Yamato (Art)",True
Hello World,"Drama,Romance,Sci-Fi",1573,996,7.53,1,1 hr. 37 min.,Movie ,Sep 2019 , Sep 2019,260906,7.11,7091.0,6296.0,2977.0,10,"Jul  19, 2019 to Mar  19, 2020",['Seinen'],Ultra Jump,"Suzuki, Manatsu (Art), Sono, Yoshihiro (Art), Nozaki, Mado (Story)",True
Amaama to Inazuma,"Comedy,Gourmet,Slice of Life",1562,690,7.53,12,24 min. per ep.,TV ,Jul 2016 , Sep 2016,321689,8.13,514.0,709.0,24545.0,63,"Feb  7, 2013 to Dec  7, 2018",['Seinen'],good! Afternoon,"Amagakure, Gido (Story & Art)",True
Kimagure Orange☆Road,"Comedy,Drama,Romance,Slice of Life",1559,2905,7.54,48,25 min. per ep.,TV ,Apr 1987 , Mar 1988,49343,7.51,2791.0,3033.0,6578.0,156,"Mar  13, 1984 to Sep  14, 1987",['Shounen'],Shounen Jump (Weekly),"Matsumoto, Izumi (Story & Art)",True
Kakkou no Iinazuke,"Comedy,Romance",1557,1438,7.54,24,23 min. per ep.,TV ,Apr 2022 , Oct 2022,282878,7.1,7268.0,6323.0,2967.0,1,"Sep  25, 2019",['Shounen'],Shounen Magazine (Weekly),"Yoshikawa, Miki (Story & Art)",True
Isshuukan Friends.,"Comedy,Slice of Life",1555,674,7.54,12,23 min. per ep.,TV ,Apr 2014 , Jun 2014,318654,7.51,2828.0,931.0,19095.0,41,"Aug  22, 2011 to Jan  22, 2015",['Shounen'],Gangan Joker,"Hazuki, Matcha (Story & Art)",True
Hoshi wo Ou Kodomo,"Adventure,Fantasy,Romance",1552,1006,7.54,1,1 hr. 56 min.,Movie ,May 2011 , May 2011,217366,7.22,5702.0,12732.0,1204.0,14,"May  2, 2011 to Jul  5, 2012",['Seinen'],Comic Flapper,"Shinkai, Makoto (Story), Mitani, Tomoko (Art)",True
Shoukoku no Altair,"Adventure,Drama,Fantasy",1519,2211,7.55,24,24 min. per ep.,TV ,Jul 2017 , Dec 2017,78976,8.02,704.0,1415.0,13480.0,Unknown,"Jul  26, 2007 to Nov  25, 2023",['Shounen'],Shounen Sirius,"Katou, Kotono (Story & Art)",True
Re:Creators,"Action,Fantasy,Sci-Fi",1516,418,7.55,22,24 min. per ep.,TV ,Apr 2017 , Sep 2017,507828,7.66,1919.0,4937.0,3911.0,29,"Apr  19, 2017 to Nov  19, 2019",['Seinen'],Sunday Gene-X,"Hiroe, Rei (Story), Katou, Daiki (Art)",True
Mashiro no Oto,"Drama,Slice of Life",1506,1421,7.55,12,24 min. per ep.,TV ,Apr 2021 , Jun 2021,151162,7.31,4644.0,8264.0,2154.0,124,"Dec  5, 2009 to Aug  5, 2022",['Shounen'],Shounen Magazine (Monthly),"Ragawa, Marimo (Story & Art)",True
Mitsudomoe,"Comedy,Slice of Life",1507,1745,7.55,13,24 min. per ep.,TV ,Jul 2010 , Sep 2010,109363,7.58,2337.0,5369.0,3556.0,349,"Mar  9, 2006 to Aug  12, 2017",['Shounen'],Bessatsu Shounen Champion,"Sakurai, Norio (Story & Art)",True
Majo no Tabitabi,"Adventure,Fantasy",1505,587,7.55,12,24 min. per ep.,TV ,Oct 2020 , Dec 2020,406385,8.22,403.0,1814.0,10565.0,Unknown,"Apr  15, 2016 to ?",[],,"Azure (Art), Shiraishi, Jougi (Story)",True
Liang Bu Yi,"Comedy,Romance",1504,7762,7.55,24,14 min. per ep.,ONA ,Apr 2021 , Nov 2021,10618,7.61,2191.0,23243.0,441.0,Unknown,"Jul  15, 2016 to Sep  1, 2019",[],,"Lu Ye Qian He (Story), You Zhi Jiaozi (Art)",True
Planetarian: Chiisana Hoshi no Yume,"Drama,Sci-Fi",1515,1903,7.55,5,18 min. per ep.,ONA ,Jul 2016 , Aug 2016,97092,8.08,612.0,10419.0,1594.0,4,"Apr  28, 2006",[],,"Komatsu, E-ji (Art), Key (Story), Suzumoto, Yuuichi (Story)",True
Demi-chan wa Kataritai,"Comedy,Fantasy",1469,488,7.56,12,23 min. per ep.,TV ,Jan 2017 , Mar 2017,417723,7.75,1470.0,693.0,25126.0,78,"Sep  5, 2014 to Dec  19, 2022",['Seinen'],Young Magazine (Monthly),Petosu (Story & Art),True
Nobunaga Concerto,"Comedy,Romance",1453,2528,7.56,10,22 min. per ep.,TV ,Jul 2014 , Sep 2014,60069,7.47,3096.0,7297.0,2508.0,Unknown,"May  12, 2009 to ?",['Shounen'],Gessan,"Ishii, Ayumi (Story & Art)",True
Shounen Onmyouji,"Action,Fantasy,Supernatural",1456,2560,7.56,26,23 min. per ep.,TV ,Oct 2006 , Mar 2007,56674,6.91,10020.0,19331.0,626.0,6,"Aug  24, 2005 to ?",['Shoujo'],Asuka,"Yuki, Mitsuru (Story), Seta, Hinako (Art)",True
Moyashimon,"Comedy,Gourmet,Supernatural",1435,2206,7.57,11,23 min. per ep.,TV ,Oct 2007 , Dec 2007,73774,7.53,2670.0,4003.0,4951.0,159,"Jun  21, 2004 to Jan  22, 2014",['Seinen'],Morning Two,"Ishikawa, Masayuki (Story & Art)",True
Net-juu no Susume,"Comedy,Romance",1436,445,7.57,10,23 min. per ep.,TV ,Oct 2017 , Dec 2017,474942,7.33,4410.0,3306.0,6055.0,87,"Oct  16, 2013 to Jul  21, 2015",[],comico,"Kokuyou, Rin (Story & Art)",True
Gugure! Kokkuri-san,"Comedy,Supernatural",1426,1127,7.57,12,24 min. per ep.,TV ,Oct 2014 , Dec 2014,184401,7.61,2162.0,4468.0,4357.0,115,"Jul  22, 2011 to Nov  22, 2016",['Shounen'],Gangan Joker,"Endou, Midori (Story & Art)",True
Arakawa Under the Bridge,"Comedy,Romance",1421,577,7.57,13,24 min. per ep.,TV ,Apr 2010 , Jun 2010,356555,7.82,1220.0,1015.0,17545.0,410,"Dec  3, 2004 to Jul  3, 2015",['Seinen'],Young Gangan,"Nakamura, Hikaru (Story & Art)",True
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action,Adventure,Comedy,Fantasy,Romance",1424,71,7.57,13,24 min. per ep.,TV ,Apr 2015 , Jun 2015,1536696,8.23,375.0,602.0,28703.0,Unknown,"Jan  15, 2013 to ?",[],,"Yasuda, Suzuhito (Art), Omori, Fujino (Story)",True
No.6,"Action,Drama,Mystery,Sci-Fi",1438,462,7.57,11,23 min. per ep.,TV ,Jul 2011 , Sep 2011,439225,8.4,208.0,846.0,20898.0,43,"Oct  10, 2003 to Jun  14, 2011",[],,"Asano, Atsuko (Story)",True
Hybrid Child,"Boys Love,Drama,Romance,Sci-Fi",1431,2118,7.57,4,25 min. per ep.,OVA ,Oct 2014 , Jan 2015,79974,7.8,1285.0,1886.0,10073.0,5,"Jun  28, 2003 to Aug  28, 2004",[],Be x Boy GOLD,"Nakamura, Shungiku (Story & Art)",True
K: Return of Kings,"Action,Supernatural",1415,628,7.58,13,24 min. per ep.,TV ,Oct 2015 , Dec 2015,333780,7.16,6367.0,12271.0,1273.0,17,"Oct  17, 2015 to Feb  18, 2017",[],GFantasy,"Shiota, Haruto (Art), GoRA (Story), Furuhashi, Hideyuki (Story)",True
Yuru Yuri,"Comedy,Girls Love,Slice of Life",1403,603,7.58,12,23 min. per ep.,TV ,Jul 2011 , Sep 2011,339597,8.23,387.0,1322.0,14322.0,Unknown,"Jun  18, 2008 to ?",[],Comic Yuri Hime,Namori (Story & Art),True
Gokinjo Monogatari,"Comedy,Drama,Romance,Slice of Life",1412,4171,7.58,50,25 min. per ep.,TV ,Sep 1995 , Sep 1996,26981,8.03,695.0,1678.0,11506.0,33,Feb  1995 to Oct  1997,['Shoujo'],Ribon Magazine,"Yazawa, Ai (Story & Art)",True
New Game!,"Comedy,Slice of Life",1389,466,7.58,12,24 min. per ep.,TV ,Jul 2016 , Sep 2016,434121,7.89,1002.0,779.0,22427.0,165,"Jan  28, 2013 to Aug  27, 2021",[],Manga Time Kirara Carat,"Tokunou, Shoutarou (Story & Art)",True
Tsurezure Children,"Comedy,Romance",1386,252,7.59,12,12 min. per ep.,TV ,Jul 2017 , Sep 2017,733985,8.22,392.0,276.0,57236.0,212,"Aug  9, 2014 to Jul  11, 2018",['Shounen'],Shounen Magazine (Weekly),"Wakabayashi, Toshiya (Story & Art)",True
Runway de Waratte,"Drama,Slice of Life",1380,1591,7.59,12,24 min. per ep.,TV ,Jan 2020 , Mar 2020,130237,8.09,588.0,1120.0,16088.0,194,"May  31, 2017 to Jul  14, 2021",['Shounen'],Shounen Magazine (Weekly),"Inoya, Kotoba (Story & Art)",True
Fairy Tail,"Action,Adventure,Fantasy",1369,45,7.59,175,24 min. per ep.,TV ,Oct 2009 , Mar 2013,1749156,7.56,2448.0,4543.0,4284.0,29,"May  2, 2012 to Mar  17, 2016",[],,"Mashima, Hiro (Art), Kawasaki, Miu (Story)",True
Penguin Highway,"Fantasy,Sci-Fi",1378,2236,7.59,1,1 hr. 58 min.,Movie ,Aug 2018 , Aug 2018,91102,7.31,4668.0,18785.0,657.0,4,"May  29, 2010",[],,"Morimi, Tomihiko (Story), Kumaori, Jun (Art)",True
GetBackers,"Action,Comedy,Drama,Mystery,Supernatural",1371,1556,7.59,49,24 min. per ep.,TV ,Oct 2002 , Sep 2003,123412,7.62,2100.0,1289.0,14574.0,344,"Mar  24, 1999 to Feb  21, 2007",['Shounen'],Shounen Magazine (Weekly),"Kibayashi, Shin (Story), Ayamine, Rando (Art)",True
Kareshi Kanojo no Jijou,"Comedy,Drama,Romance,Slice of Life",1360,970,7.6,26,24 min. per ep.,TV ,Oct 1998 , Mar 1999,233904,8.16,470.0,439.0,38112.0,108,"Dec  22, 1995 to May  10, 2005",['Shoujo'],LaLa,"Tsuda, Masami (Story & Art)",True
Master Keaton,"Adventure,Drama,Mystery",1337,3924,7.6,24,23 min. per ep.,TV ,Oct 1998 , Mar 1999,28762,7.76,1425.0,2363.0,8271.0,144,Nov  1988 to Aug  1994,['Seinen'],Big Comic Original,"Urasawa, Naoki (Art), Katsushika, Hokusei (Story)",True
Chibi Maruko-chan,"Comedy,Slice of Life",1353,5377,7.6,142,24 min. per ep.,TV ,Jan 1990 , Sep 1992,13056,7.72,1613.0,16002.0,853.0,120,Aug  1986 to Apr  2009,['Shoujo'],Ribon Magazine,"Sakura, Momoko (Story & Art)",True
Nisekoi,"Comedy,Romance",1340,108,7.6,20,24 min. per ep.,TV ,Jan 2014 , May 2014,1176878,7.72,1593.0,37.0,195971.0,229,"Nov  7, 2011 to Aug  8, 2016",['Shounen'],Shounen Jump (Weekly),"Komi, Naoshi (Story & Art)",True
The iDOLM@STER,"Comedy,Drama",1333,1319,7.61,25,24 min. per ep.,TV ,Jul 2011 , Dec 2011,154106,7.59,2285.0,11652.0,1362.0,42,"Aug  27, 2012 to Aug  27, 2016",['Seinen'],Comic REX,"Bandai-Namco (Story), Takahashi, Tatsuya (Story), mana (Art)",True
Majin Tantei Nougami Neuro,"Comedy,Mystery,Supernatural",1336,2307,7.6,25,23 min. per ep.,TV ,Oct 2007 , Mar 2008,68197,8.11,554.0,890.0,19814.0,203,"Feb  21, 2005 to Apr  20, 2009",['Shounen'],Shounen Jump (Weekly),"Matsui, Yuusei (Story & Art)",True
"Kimi to, Nami ni Noretara","Drama,Romance,Supernatural",1324,1173,7.61,1,1 hr. 35 min.,Movie ,Jun 2019 , Jun 2019,228748,6.92,9845.0,12424.0,1252.0,4,"Feb  23, 2019 to May  13, 2019",['Shoujo'],Deluxe Betsucomi,"Kiachi, Machi (Story & Art)",True
Kekkai Sensen,"Action,Comedy,Fantasy,Supernatural",1322,179,7.61,12,26 min. per ep.,TV ,Apr 2015 , Oct 2015,882497,7.73,1551.0,1171.0,15550.0,33,"Jan  5, 2009 to Feb  19, 2015",['Shounen'],Jump SQ.19,"Nightow, Yasuhiro (Story & Art)",True
Romeo x Juliet,"Drama,Fantasy,Romance",1330,1109,7.61,24,24 min. per ep.,TV ,Apr 2007 , Sep 2007,185144,7.25,5260.0,3521.0,5652.0,9,"Mar  24, 2007 to  2009",['Shoujo'],Asuka,"Gonzo (Story), Shakespeare, William (Story), COM (Art)",True
Byousoku 5 Centimeter,"Drama,Romance,Slice of Life",1313,156,7.61,3,22 min. per ep.,Movie ,Mar 2007 , Mar 2007,950510,8.09,589.0,3766.0,5265.0,3,"Nov  16, 2007",[],,"Shinkai, Makoto (Story)",True
Chuuka Ichiban!,"Action,Comedy,Drama,Gourmet",1314,4388,7.61,52,23 min. per ep.,TV ,Apr 1997 , Sep 1998,20320,7.39,3827.0,11530.0,1384.0,36,"Sep  27, 1995 to Oct  19, 1996",['Shounen'],Shounen Magazine (Weekly),"Ogawa, Etsushi (Story & Art)",True
Jigoku Shoujo,"Horror,Mystery,Supernatural",1307,579,7.62,26,25 min. per ep.,TV ,Oct 2005 , Apr 2006,363251,7.08,7438.0,2150.0,9043.0,40,"Oct  3, 2005 to Aug  2, 2008",['Shoujo'],Nakayoshi,"Kodaka, Nao (Story), Etou, Miyuki (Story & Art), Hatano, Hiyoko (Story)",True
Full Metal Panic!,"Action,Comedy,Sci-Fi",1302,392,7.62,24,24 min. per ep.,TV ,Jan 2002 , Jun 2002,500500,8.15,495.0,2294.0,8496.0,72,"Sep  9, 1998 to Aug  20, 2011",[],,"Gatou, Shouji (Story), Shiki, Douji (Art)",True
Kishibe Rohan wa Ugokanai,"Action,Mystery,Supernatural",1308,1488,7.62,4,23 min. per ep.,OVA ,Sep 2017 , Mar 2020,151319,7.81,1246.0,1232.0,15048.0,Unknown,"Jun  24, 1997 to ?",['Shounen'],Shounen Jump (Weekly),"Araki, Hirohiko (Story & Art)",True
Nurarihyon no Mago,"Action,Supernatural",1290,785,7.62,24,24 min. per ep.,TV ,Jul 2010 , Dec 2010,274896,7.98,787.0,386.0,42355.0,218,"Mar  10, 2008 to Dec  28, 2012",['Shounen'],Shounen Jump (Weekly),"Shiibashi, Hiroshi (Story & Art)",True
Toaru Hikuushi e no Tsuioku,"Adventure,Romance",1286,2238,7.63,1,1 hr. 39 min.,Movie ,Oct 2011 , Oct 2011,76126,7.74,1539.0,11150.0,1446.0,13,"Feb  19, 2008",[],,"Inumura, Koroku (Story), Morisawa, Haruyuki (Art)",True
Fushigi Yuugi,"Adventure,Comedy,Drama,Fantasy,Romance",1303,1620,7.62,52,23 min. per ep.,TV ,Apr 1995 , Mar 1996,121103,7.63,2024.0,745.0,23206.0,106,May  1992 to Jul  1996,['Shoujo'],Sho-Comi,"Watase, Yuu (Story & Art)",True
Prison School,"Comedy,Romance,Ecchi",1281,145,7.63,12,24 min. per ep.,TV ,Jul 2015 , Sep 2015,1024070,7.49,2956.0,79.0,134338.0,278,"Feb  7, 2011 to Dec  25, 2017",['Seinen'],Young Magazine (Weekly),"Hiramoto, Akira (Story & Art)",True
Gakkougurashi!,"Horror,Mystery,Slice of Life",1304,454,7.62,12,24 min. per ep.,TV ,Jul 2015 , Sep 2015,456115,8.06,641.0,293.0,53280.0,78,"May  24, 2012 to Nov  22, 2019",[],Manga Time Kirara Forward,"Kaihou, Norimitsu (Story), Chiba, Sadoru (Art)",True
Tegamibachi,"Adventure,Fantasy,Supernatural",1284,1571,7.63,25,20 min. per ep.,TV ,Oct 2009 , Mar 2010,122475,7.79,1335.0,676.0,25677.0,100,"Sep  6, 2006 to Nov  4, 2015",['Shounen'],Jump SQ.,"Asada, Hiroyuki (Story & Art)",True
Orange,"Drama,Romance,Sci-Fi",1291,213,7.62,13,24 min. per ep.,TV ,Jul 2016 , Sep 2016,834295,8.3,304.0,68.0,154574.0,38,"Mar  13, 2012 to Apr  8, 2022",['Shoujo'],Monthly Action,"Takano, Ichigo (Story & Art)",True
Digimon Tamers,"Adventure,Comedy,Drama,Fantasy",1262,1057,7.63,51,25 min. per ep.,TV ,Apr 2001 , Mar 2002,200436,6.99,8820.0,10506.0,1577.0,30,2002 to  2004,[],,"Yu, Yuen Wong (Story & Art)",True
Chrno Crusade,"Action,Romance,Supernatural",1260,916,7.63,24,23 min. per ep.,TV ,Nov 2003 , Jun 2004,228070,8.12,532.0,614.0,27999.0,59,"Dec  9, 1998 to May  8, 2004",['Shounen'],Comic Dragon,"Moriyama, Daisuke (Story & Art)",True
Blood+,"Action,Drama,Horror,Mystery,Supernatural",1257,531,7.63,50,24 min. per ep.,TV ,Oct 2005 , Sep 2006,379459,7.67,1828.0,7511.0,2422.0,13,"Apr  28, 2006 to Apr  1, 2007",[],Shounen Ace,"Ikehata, Ryou (Story), Hashii, Chizu (Art)",True
Lupin III,"Action,Adventure,Comedy,Mystery",1253,1846,7.64,23,25 min. per ep.,TV ,Oct 1971 , Mar 1972,104094,7.39,3823.0,4167.0,4738.0,109,"Jul  7, 1967 to Apr  1972",['Seinen'],Manga Action,Monkey Punch (Story & Art),True
Genshiken,"Comedy,Slice of Life",1242,1166,7.64,12,25 min. per ep.,TV ,Oct 2004 , Dec 2004,180871,8.23,380.0,415.0,39790.0,127,"Apr  25, 2002 to Aug  25, 2016",['Seinen'],Afternoon,"Kio, Shimoku (Story & Art)",True
Fune wo Amu,"Drama,Romance,Slice of Life",1265,1635,7.63,11,22 min. per ep.,TV ,Oct 2016 , Dec 2016,124821,7.37,4008.0,11698.0,1352.0,7,"Oct  7, 2016 to Oct  6, 2017",['Josei'],ITAN,"Kumota, Haruko (Art), Miura, Shion (Story)",True
Mahoujin Guruguru,"Adventure,Comedy,Fantasy",1254,5558,7.64,45,23 min. per ep.,TV ,Oct 1994 , Sep 1995,11504,7.57,2412.0,12719.0,1206.0,168,"Jul  11, 1992 to Aug  12, 2003",['Shounen'],Shounen Gangan,"Etou, Hiroyuki (Story & Art)",True
Da Wang Rao Ming,"Action,Adventure,Comedy,Fantasy",1236,3589,7.64,12,25 min. per ep.,ONA ,Dec 2021 , Feb 2022,88517,7.35,4206.0,11117.0,1451.0,Unknown,"Dec  13, 2019 to ?",[],Tencent Animation,"Yuedong Wenghua (Art), Huishuohua de Zhouzi (Story)",True
Shinigami Bocchan to Kuro Maid,"Comedy,Drama,Supernatural",1228,1079,7.64,12,24 min. per ep.,TV ,Jul 2021 , Sep 2021,248010,7.85,1129.0,590.0,29196.0,242,"Oct  3, 2017 to May  17, 2022",[],Sunday Webry,"Inoue, Koharu (Story & Art)",True
Servant x Service,"Comedy,Slice of Life",1226,974,7.64,13,23 min. per ep.,TV ,Jul 2013 , Sep 2013,223151,7.61,2166.0,3256.0,6140.0,78,"Jun  29, 2007 to Jun  25, 2014",['Seinen'],Big Gangan,"Takatsu, Karino (Story & Art)",True
Sidonia no Kishi,"Action,Sci-Fi",1220,909,7.65,12,24 min. per ep.,TV ,Apr 2014 , Jun 2014,233052,7.73,1552.0,533.0,31781.0,78,"Apr  25, 2009 to Sep  25, 2015",['Seinen'],Afternoon,"Nihei, Tsutomu (Story & Art)",True
Utawarerumono,"Action,Drama,Fantasy,Sci-Fi",1232,1253,7.64,26,23 min. per ep.,TV ,Apr 2006 , Sep 2006,171876,7.05,7868.0,11492.0,1390.0,14,"Sep  30, 2005 to Nov  30, 2006",[],Dengeki G's magazine,"Aquaplus (Story), Shimakusa, Arou (Art)",True
K: Missing Kings,"Action,Supernatural",1212,823,7.65,1,1 hr. 13 min.,Movie ,Jul 2014 , Jul 2014,256012,7.28,4958.0,11192.0,1439.0,5,"Apr  18, 2015 to Aug  18, 2015",['Shounen'],GFantasy,"Shiota, Haruto (Art), GoRA (Story), Furuhashi, Hideyuki (Story)",True
Piano no Mori,"Adventure,Comedy,Drama",1224,2334,7.64,1,1 hr. 40 min.,Movie ,Jul 2007 , Jul 2007,69094,8.32,279.0,1207.0,15264.0,242,"Aug  5, 1998 to Nov  5, 2015",['Seinen'],Morning,"Isshiki, Makoto (Story & Art)",True
Daa! Daa! Daa!,"Comedy,Sci-Fi",1208,3939,7.65,78,25 min. per ep.,TV ,Mar 2000 , Feb 2002,26239,7.74,1529.0,4381.0,4444.0,47,Feb  1998 to Mar  2002,['Shoujo'],Nakayoshi,"Kawamura, Mika (Story & Art)",True
Ao Haru Ride,"Drama,Romance,Slice of Life",1204,169,7.65,12,23 min. per ep.,TV ,Jul 2014 , Sep 2014,937701,8.15,478.0,689.0,25247.0,20,"Dec  27, 2011 to Jun  2, 2015",['Shoujo'],,"Sakisaka, Io (Art), Abe, Akiko (Story)",True
Poyopoyo Kansatsu Nikki,"Comedy,Slice of Life",1185,4186,7.66,52,3 min. per ep.,TV ,Jan 2012 , Dec 2012,21499,7.16,6358.0,15124.0,935.0,Unknown,"Dec  27, 2003 to Feb  29, 2016",[],Manga Life MOMO,"Tatsuki, Ruu (Story & Art)",True
Machikado Mazoku,"Comedy,Slice of Life",1215,1399,7.65,12,24 min. per ep.,TV ,Jul 2019 , Sep 2019,166696,8.26,347.0,2245.0,8673.0,Unknown,"Jun  28, 2014 to ?",[],Manga Time Kirara Carat,"Ito, Izumo (Story & Art)",True
Seikai no Monshou,"Action,Romance,Sci-Fi",1187,2708,7.66,13,26 min. per ep.,TV ,Jan 1999 , Mar 1999,53659,7.95,846.0,8959.0,1930.0,39,Apr  1996 to Jun  1996,[],,"Morioka, Hiroyuki (Story), Ono, Toshihiro (Art)",True
Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action,Adventure,Fantasy",1173,675,7.67,13,23 min. per ep.,TV ,Jul 2016 , Oct 2016,322622,7.77,1415.0,3230.0,6173.0,58,"Jun  9, 2012 to Aug  10, 2018",[],,"Sanbasou (Art), Uno, Bokuto (Story), Ryuutetsu (Art)",True
Minami-ke,"Comedy,Slice of Life",1170,1193,7.67,13,24 min. per ep.,TV ,Oct 2007 , Dec 2007,174284,7.57,2407.0,2935.0,6769.0,Unknown,"Nov  5, 2004 to ?",['Seinen'],Young Magazine (Weekly),"Sakuraba, Coharu (Story & Art)",True
Kimi to Boku.,"Comedy,Drama,Romance,Slice of Life",1168,1120,7.67,13,24 min. per ep.,TV ,Oct 2011 , Dec 2011,186735,8.15,494.0,1730.0,11114.0,103,"Sep  24, 2004 to Mar  18, 2022",['Shounen'],GFantasy,"Hotta, Kiichi (Story & Art)",True
Heion Sedai no Idaten-tachi,"Adventure,Fantasy",1165,1267,7.67,11,22 min. per ep.,TV ,Jul 2021 , Sep 2021,191315,7.12,6972.0,3514.0,5665.0,Unknown,"Aug  24, 2018 to ?",['Seinen'],Young Animal,"Cool-kyou Shinja (Art), Amahara (Story)",True
ACCA: 13-ku Kansatsu-ka,"Drama,Fantasy,Mystery",1157,1292,7.67,12,24 min. per ep.,TV ,Jan 2017 , Mar 2017,166368,7.54,2630.0,4507.0,4319.0,37,"Jun  25, 2013 to Oct  25, 2016",['Seinen'],Big Gangan,"Ono, Natsume (Story & Art)",True
Hakumei to Mikochi,"Fantasy,Slice of Life",1164,2466,7.67,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,66210,8.1,580.0,2443.0,8039.0,Unknown,"Apr  30, 2011 to ?",['Seinen'],Harta,"Kashiki, Takuto (Story & Art)",True
Pandora Hearts,"Adventure,Fantasy,Mystery,Supernatural",1174,456,7.67,25,24 min. per ep.,TV ,Apr 2009 , Sep 2009,434030,8.57,99.0,50.0,171781.0,107,"May  18, 2006 to Mar  18, 2015",['Shounen'],GFantasy,"Mochizuki, Jun (Story & Art)",True
Kuroshitsuji,"Action,Comedy,Mystery,Supernatural",1155,107,7.68,24,24 min. per ep.,TV ,Oct 2008 , Mar 2009,1193952,8.41,204.0,63.0,156793.0,Unknown,"Sep  16, 2006 to ?",['Shounen'],GFantasy,"Toboso, Yana (Story & Art)",True
Bokura wa Minna Kawai-sou,"Comedy,Romance,Slice of Life",1143,524,7.68,12,24 min. per ep.,TV ,Apr 2014 , Jun 2014,386272,8.13,524.0,388.0,42277.0,93,"Apr  30, 2010 to May  30, 2018",['Seinen'],Young King OURs,"Miyahara, Ruri (Story & Art)",True
5-toubun no Hanayome,"Comedy,Romance",1140,180,7.68,12,24 min. per ep.,TV ,Jan 2019 , Mar 2019,960436,7.93,893.0,56.0,164437.0,122,"Aug  9, 2017 to Feb  19, 2020",['Shounen'],Shounen Magazine (Weekly),"Haruba, Negi (Story & Art)",True
Uchuu Kaizoku Captain Herlock,"Action,Adventure,Drama,Sci-Fi",1131,3320,7.69,42,25 min. per ep.,TV ,Mar 1978 , Feb 1979,38865,7.47,3122.0,4620.0,4206.0,25,1977 to  1979,['Seinen'],Play Comic,"Matsumoto, Leiji (Story & Art)",True
Chi's Sweet Home,"Comedy,Slice of Life",1144,2391,7.68,104,3 min. per ep.,TV ,Mar 2008 , Sep 2008,65408,7.83,1200.0,1522.0,12667.0,219,"Jan  8, 2004 to Jun  18, 2015",['Seinen'],Morning,"Konami, Kanata (Story & Art)",True
Seto no Hanayome,"Comedy,Romance",1128,626,7.69,26,24 min. per ep.,TV ,Apr 2007 , Oct 2007,330447,7.53,2666.0,2254.0,8635.0,79,"Jul  26, 2002 to Nov  22, 2010",['Shounen'],Gangan Wing,"Kimura, Tahiko (Story & Art)",True
Seikai no Senki,"Action,Romance,Sci-Fi",1125,3398,7.69,13,25 min. per ep.,TV ,Apr 2000 , Jul 2000,34587,7.92,920.0,14682.0,979.0,Unknown,Dec  1996 to ?,[],,"Morioka, Hiroyuki (Story), Ono, Toshihiro (Art)",True
Senpai ga Uzai Kouhai no Hanashi,"Comedy,Slice of Life",1127,806,7.69,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,335904,7.63,2068.0,500.0,33790.0,Unknown,"Mar  28, 2018 to ?",[],,Shiromanta (Story & Art),True
Binbougami ga!,"Comedy,Supernatural",1111,902,7.69,13,23 min. per ep.,TV ,Jul 2012 , Sep 2012,234684,8.15,477.0,924.0,19156.0,81,"Jun  4, 2008 to Jul  4, 2013",['Shounen'],Jump SQ.,"Sukeno, Yoshiaki (Story & Art)",True
Enen no Shouboutai,"Action,Supernatural",1114,104,7.69,24,23 min. per ep.,TV ,Jul 2019 , Dec 2019,1354319,7.73,1556.0,120.0,107139.0,305,"Sep  23, 2015 to Feb  22, 2022",['Shounen'],Shounen Magazine (Weekly),"Ookubo, Atsushi (Story & Art)",True
Keroro Gunsou,"Comedy,Sci-Fi",1118,2190,7.69,358,23 min. per ep.,TV ,Apr 2004 , Apr 2011,78275,7.65,1944.0,2639.0,7508.0,Unknown,"Nov  29, 1999 to ?",['Shounen'],Shounen Ace,"Yoshizaki, Mine (Story & Art)",True
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action,Adventure,Fantasy",1106,218,7.7,12,23 min. per ep.,TV ,Jul 2015 , Sep 2015,814876,7.88,1036.0,2515.0,7821.0,Unknown,"Apr  12, 2010 to Dec  22, 2011",[],,"Yanai, Takumi (Story), Kurojishi (Art), Izuka, Daisuke (Art)",True
Turn A Gundam,"Action,Adventure,Drama,Romance,Sci-Fi",1088,2908,7.71,50,24 min. per ep.,TV ,Apr 1999 , Apr 2000,49716,7.32,4478.0,20668.0,553.0,30,"Jun  26, 1999 to Mar  26, 2002",[],Magazine-Z,"Soga, Atsushi (Art)",True
