Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Genre_1,Genre_2,Genre_3
Kokkoku,"Drama,Mystery,Supernatural",3932,1163,7.0,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,188205,7.11,7049.0,5301.0,3610.0,67,"May  22, 2008 to Sep  22, 2014",['Seinen'],Morning Two,"Horio, Seita (Story & Art)",True,Drama,Mystery,Supernatural
Hyper Police,"Action,Comedy,Romance,Sci-Fi",3930,5623,7.0,25,24 min. per ep.,TV ,Apr 1997 , Sep 1997,12060,7.27,5082.0,13188.0,1145.0,97,"Feb  9, 1993 to Jan  30, 2004",['Shounen'],Comic Dragon,MEE (Story & Art),True,Action,Comedy,Romance
Gleipnir,"Action,Mystery,Supernatural,Ecchi",3926,451,7.0,13,23 min. per ep.,TV ,Apr 2020 , Jun 2020,493856,6.94,9574.0,378.0,43160.0,88,"Oct  6, 2015 to Apr  20, 2023",['Seinen'],Young Magazine (Monthly),"Takeda, Sun (Story & Art)",True,Action,Mystery,Supernatural
Elf wo Karu Mono-tachi,"Adventure,Comedy,Fantasy,Ecchi",3922,3889,7.0,12,24 min. per ep.,TV ,Oct 1996 , Dec 1996,27593,7.16,6452.0,11197.0,1439.0,100,"Nov  26, 1994 to Nov  27, 2002",['Shounen'],Dengeki Comic Gao!,"Yagami, Yu (Story & Art)",True,Adventure,Comedy,Fantasy
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,"Comedy,Supernatural",3906,4091,7.0,12,23 min. per ep.,TV ,Apr 2022 , Jun 2022,37694,7.09,7390.0,10336.0,1614.0,Unknown,"Aug  9, 2019 to ?",['Shounen'],Shounen Gangan,"Arita, Imari (Story & Art)",True,Comedy,Supernatural,
Monster Musume no Iru Nichijou,"Comedy,Fantasy,Romance,Ecchi",3896,233,7.0,12,23 min. per ep.,TV ,Jul 2015 , Sep 2015,756087,7.63,2080.0,196.0,75406.0,Unknown,"Mar  19, 2012 to ?",['Seinen'],Comic Ryu,"Inui, Takemaru (Story & Art)",True,Comedy,Fantasy,Romance
Uzaki-chan wa Asobitai!,"Comedy,Slice of Life,Ecchi",3890,496,7.01,12,23 min. per ep.,TV ,Jul 2020 , Sep 2020,481575,7.28,4963.0,389.0,42275.0,Unknown,"Dec  1, 2017 to ?",[],Dra-Dra-Dragon Age,Take (Story & Art),True,Comedy,Slice of Life,Ecchi
To LOVE-Ru,"Comedy,Romance,Sci-Fi,Ecchi",3888,301,7.01,26,24 min. per ep.,TV ,Apr 2008 , Sep 2008,644656,7.48,3000.0,224.0,67065.0,162,"Apr  24, 2006 to Aug  31, 2009",['Shounen'],Shounen Jump (Weekly),"Yabuki, Kentarou (Art), Hasemi, Saki (Story)",True,Comedy,Romance,Sci-Fi
Murder Princess,"Action,Adventure,Fantasy",3897,2519,7.0,6,24 min. per ep.,OVA ,Mar 2007 , Aug 2007,58414,6.94,9487.0,4960.0,3894.0,11,"Sep  27, 2005 to  2007",[],Comic Dengeki Teioh,"Inui, Sekihiko (Story & Art)",True,Action,Adventure,Fantasy
Watashi ga Motete Dousunda,"Comedy,Romance",3892,461,7.01,12,23 min. per ep.,TV ,Oct 2016 , Dec 2016,458861,7.52,2771.0,313.0,49803.0,60,"Apr  13, 2013 to Feb  13, 2018",['Shoujo'],Bessatsu Friend,Junko (Story & Art),True,Comedy,Romance,
Terra Formars,"Action,Drama,Horror,Sci-Fi",3886,920,7.01,13,24 min. per ep.,TV ,Sep 2014 , Dec 2014,233525,7.23,5559.0,320.0,49186.0,237,"Jan  13, 2011 to Nov  29, 2018",['Seinen'],Young Jump,"Tachibana, Kenichi (Art), Sasuga, Yu (Story)",True,Action,Drama,Horror
Hidamari no Ki,"Action,Drama",3864,8756,7.01,25,23 min. per ep.,TV ,Apr 2000 , Sep 2000,4836,7.96,826.0,11504.0,1388.0,62,"Apr  10, 1981 to Dec  10, 1986",['Seinen'],Big Comic,"Tezuka, Osamu (Story & Art)",True,Action,Drama,
Haiyore! Nyaruko-san,"Comedy,Sci-Fi",3862,573,7.01,12,24 min. per ep.,TV ,Apr 2012 , Jun 2012,358417,7.52,2722.0,7293.0,2510.0,65,"Apr  15, 2009 to Mar  17, 2014",[],,"Koin (Art), Aisora, Manta (Story)",True,Comedy,Sci-Fi,
Dance in the Vampire Bund,"Action,Drama,Romance,Supernatural",3856,922,7.01,12,24 min. per ep.,TV ,Jan 2010 , Apr 2010,231870,7.67,1825.0,636.0,27359.0,82,"Dec  5, 2005 to Sep  5, 2012",['Seinen'],Comic Flapper,"Tamaki, Nozomu (Story & Art)",True,Action,Drama,Romance
Kamen no Maid Guy,"Action,Comedy,Ecchi",3866,3017,7.01,12,25 min. per ep.,TV ,Apr 2008 , Jun 2008,42104,7.12,6923.0,13378.0,1122.0,79,"Nov  9, 2004 to Mar  9, 2012",['Shounen'],Dragon Age,"Akai, Maruborou (Story & Art)",True,Action,Comedy,Ecchi
Koi to Senkyo to Chocolate,"Drama,Romance",3844,867,7.02,12,25 min. per ep.,TV ,Jul 2012 , Sep 2012,250807,7.05,7950.0,6980.0,2645.0,38,"Nov  30, 2010 to Feb  28, 2014",[],Dengeki G's magazine,"Kanno, Touko (Art)",True,Drama,Romance,
Gantz,"Action,Drama,Horror,Sci-Fi,Supernatural,Ecchi",3861,580,7.01,13,22 min. per ep.,TV ,Apr 2004 , Jun 2004,361954,8.1,573.0,30.0,229545.0,383,"Jul  13, 2000 to Jun  20, 2013",['Seinen'],Young Jump,"Oku, Hiroya (Story & Art)",True,Action,Drama,Horror
Galaxy Angel,"Comedy,Sci-Fi",3836,3690,7.02,24,13 min. per ep.,TV ,Apr 2001 , Sep 2001,29930,7.26,5191.0,9742.0,1746.0,34,"Mar  27, 2001 to May  8, 2004",['Shounen'],Dragon Junior,"Ootsuki, Yuuko (Story & Art)",True,Comedy,Sci-Fi,
Hataraki Man,"Comedy,Drama,Romance,Slice of Life",3863,3903,7.01,11,22 min. per ep.,TV ,Oct 2006 , Dec 2006,26640,7.1,7167.0,9561.0,1781.0,29,"Nov  22, 2004 to Apr  2009",['Seinen'],Morning,"Anno, Moyoco (Story & Art)",True,Comedy,Drama,Romance
Kamisama Dolls,"Action,Supernatural",3840,2197,7.02,13,24 min. per ep.,TV ,Jul 2011 , Sep 2011,73195,7.08,7460.0,5682.0,3341.0,72,"Dec  19, 2006 to Feb  19, 2013",['Seinen'],Sunday Gene-X,"Yamamura, Hajime (Story & Art)",True,Action,Supernatural,
Karneval,"Fantasy,Sci-Fi",3841,4435,7.02,1,5 min.,OVA ,Oct 2012 , Oct 2012,18324,7.96,824.0,474.0,35083.0,163,"Aug  28, 2007 to Oct  28, 2021",['Josei'],Comic ZERO-SUM,"Mikanagi, Touya (Story & Art)",True,Fantasy,Sci-Fi,
Yuragi-sou no Yuuna-san,"Comedy,Romance,Supernatural,Ecchi",3817,765,7.02,12,23 min. per ep.,TV ,Jul 2018 , Sep 2018,304730,7.23,5484.0,330.0,48274.0,214,"Feb  8, 2016 to Jun  8, 2020",['Shounen'],Shounen Jump (Weekly),"Miura, Tadahiro (Story & Art)",True,Comedy,Romance,Supernatural
Witch Craft Works,"Action,Fantasy,Supernatural",3815,661,7.02,12,23 min. per ep.,TV ,Jan 2014 , Mar 2014,343323,7.35,4226.0,767.0,22742.0,118,"Mar  5, 2010 to Feb  7, 2022",['Seinen'],good! Afternoon,"Mizunagi, Ryuu (Story & Art)",True,Action,Fantasy,Supernatural
Slow Start,"Comedy,Slice of Life",3810,2079,7.02,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,83413,7.42,3549.0,7763.0,2326.0,Unknown,"Jun  7, 2013 to ?",[],Manga Time Kirara,"Tokumi, Yuiko (Story & Art)",True,Comedy,Slice of Life,
Yami no Matsuei,"Boys Love,Comedy,Drama,Fantasy,Horror",3732,2571,7.04,13,23 min. per ep.,TV ,Oct 2000 , Dec 2000,56358,7.73,1542.0,2599.0,7615.0,Unknown,"Mar  25, 1994 to Jan  24, 2015",['Shoujo'],The Hana to Yume,"Matsushita, Yoko (Story & Art)",True,Boys Love,Comedy,Drama
Vampire Hunter D,"Action,Horror,Sci-Fi,Supernatural",3731,2095,7.04,1,1 hr. 20 min.,Movie ,Dec 1985 , Dec 1985,90820,7.86,1084.0,3974.0,4991.0,Unknown,1983 to ?,[],,"Kikuchi, Hideyuki (Story), Amano, Yoshitaka (Art)",True,Action,Horror,Sci-Fi
Tokyo Mew Mew,"Comedy,Fantasy,Romance,Sci-Fi",3728,1367,7.04,52,24 min. per ep.,TV ,Apr 2002 , Mar 2003,157029,6.96,9269.0,652.0,26580.0,32,"Aug  3, 2000 to Dec  28, 2002",['Shoujo'],Nakayoshi,"Yoshida, Reiko (Story), Ikumi, Mia (Art)",True,Comedy,Fantasy,Romance
Cardfight!! Vanguard,"Action,Adventure",3825,2660,7.02,65,24 min. per ep.,TV ,Jan 2011 , Mar 2012,54844,7.03,8280.0,13078.0,1158.0,75,"Nov  26, 2010 to Apr  8, 2017","['Kids', 'Shounen']",Bushiroad (Monthly),"Itou, Akira (Story & Art)",True,Action,Adventure,
Rental Magica,"Fantasy,Mystery,Supernatural",3805,2419,7.02,24,24 min. per ep.,TV ,Oct 2007 , Mar 2008,62758,7.0,8667.0,16355.0,824.0,30,"Jun  24, 2006 to Jul  24, 2009",['Shoujo'],Asuka,"Sanda, Makoto (Story), Narimiya, Akiho (Art)",True,Fantasy,Mystery,Supernatural
Senki Zesshou Symphogear,"Action,Sci-Fi",3807,1634,7.02,13,23 min. per ep.,TV ,Jan 2012 , Mar 2012,120135,6.94,9473.0,11069.0,1461.0,15,"Dec  10, 2011 to Mar  9, 2013",[],Newtype Ace,"Agematsu, Noriyasu (Story), Kaneko, Akifumi (Story), Yoshii, Dan (Art)",True,Action,Sci-Fi,
Yuri Kuma Arashi,"Drama,Fantasy,Girls Love",3708,1807,7.05,12,24 min. per ep.,TV ,Jan 2015 , Mar 2015,103371,7.04,8023.0,6959.0,2655.0,27,"Feb  28, 2014 to Apr  30, 2016",['Seinen'],Comic Birz,"Ikuhara, Kunihiko (Story), Morishima, Akiko (Art)",True,Drama,Fantasy,Girls Love
Kirarin☆Revolution,"Comedy,Drama,Romance",3679,3528,7.05,153,22 min. per ep.,TV ,Apr 2006 , Mar 2009,33209,7.07,7616.0,6740.0,2762.0,Unknown,"Mar  1, 2004 to May  1, 2009",['Shoujo'],Ciao,"Nakahara, An (Story & Art)",True,Comedy,Drama,Romance
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,"Action,Adventure,Fantasy",3670,467,7.05,12,25 min. per ep.,TV ,Apr 2017 , Jul 2017,456792,7.9,988.0,3738.0,5315.0,Unknown,"Jan  15, 2014 to ?",[],,"Haimura, Kiyotaka (Art), Omori, Fujino (Story)",True,Action,Adventure,Fantasy
Azur Lane: Bisoku Zenshin!,"Comedy,Sci-Fi,Slice of Life",3665,2954,7.05,12,8 min. per ep.,TV ,Jan 2021 , Mar 2021,51814,7.31,4664.0,9305.0,1844.0,Unknown,"Apr  23, 2018 to ?",[],,Hori (Story & Art),True,Comedy,Sci-Fi,Slice of Life
Fate/kaleid liner Prisma☆Illya,"Action,Comedy,Fantasy",3672,783,7.05,10,24 min. per ep.,TV ,Jul 2013 , Sep 2013,278407,7.29,4831.0,13364.0,1124.0,16,"Aug  1, 2013 to Oct  1, 2013",[],,"Type-Moon (Story), Hiroyama, Hiroshi (Story), Itou, Hiro (Story), bun150 (Art), Silver Link (Art)",True,Action,Comedy,Fantasy
Deltora Quest,"Adventure,Fantasy",3640,3682,7.06,65,25 min. per ep.,TV ,Jan 2007 , Mar 2008,30158,7.07,7639.0,15978.0,856.0,47,"Oct  15, 2005 to Dec  2008",['Shounen'],Comic Bonbon,"Niwano, Makoto (Art)",True,Adventure,Fantasy,
11-nin Iru!,"Action,Adventure,Drama,Mystery,Romance,Sci-Fi",3633,5500,7.06,1,1 hr. 31 min.,Movie ,Nov 1986 , Nov 1986,12563,7.18,6162.0,5650.0,3363.0,4,"Aug  11, 1975 to Oct  13, 1975",['Shoujo'],Betsucomi,"Hagio, Moto (Story & Art)",True,Action,Adventure,Drama
Hiatari Ryoukou!,"Comedy,Romance,Sports",3652,7633,7.06,48,25 min. per ep.,TV ,Mar 1987 , Mar 1988,5814,7.15,6509.0,11620.0,1367.0,26,Dec  1979 to  1981,['Shoujo'],Sho-Comi,"Adachi, Mitsuru (Story & Art)",True,Comedy,Romance,Sports
Oshiete! Galko-chan,"Comedy,Slice of Life",3615,1170,7.06,12,7 min. per ep.,TV ,Jan 2016 , Mar 2016,181347,7.43,3458.0,3071.0,6472.0,118,"Jun  27, 2014 to Jun  20, 2021",[],ComicWalker,"Suzuki, Kenya (Story & Art)",True,Comedy,Slice of Life,
Shakunetsu Kabaddi,"Comedy,Sports",3622,1883,7.06,12,23 min. per ep.,TV ,Apr 2021 , Jun 2021,102549,7.16,6376.0,10056.0,1673.0,Unknown,"Jul  2, 2015 to ?",[],Ura Sunday,"Musashino, Hajime (Story & Art)",True,Comedy,Sports,
MM!,"Comedy,Ecchi",3607,875,7.06,12,23 min. per ep.,TV ,Oct 2010 , Dec 2010,237884,7.29,4801.0,6995.0,2640.0,40,"Jul  26, 2008 to Feb  27, 2012",['Seinen'],Comic Alive,"Hyouju, Issei (Art), Matsuno, Akinari (Story)",True,Comedy,Ecchi,
Zero kara Hajimeru Mahou no Sho,"Action,Adventure,Fantasy",3603,821,7.07,12,24 min. per ep.,TV ,Apr 2017 , Jun 2017,271831,7.59,2263.0,5297.0,3612.0,Unknown,"Feb  8, 2014 to Dec  9, 2017",[],,"Shizuma, Yoshinori (Art), Kobashiri, Kakeru (Story)",True,Action,Adventure,Fantasy
Sasameki Koto,"Comedy,Girls Love,Romance",3590,2229,7.07,13,24 min. per ep.,TV ,Oct 2009 , Dec 2009,75536,7.96,823.0,793.0,22130.0,55,"Jan  27, 2007 to Sep  27, 2011",['Seinen'],Comic Alive,"Ikeda, Takashi (Story & Art)",True,Comedy,Girls Love,Romance
Red Garden,"Drama,Mystery",3585,2881,7.07,22,23 min. per ep.,TV ,Oct 2006 , Mar 2007,46218,7.31,4616.0,6076.0,3092.0,30,"Feb  24, 2007 to Mar  2009",['Seinen'],Comic Birz,"Gonzo (Story), Ayamura, Kirihito (Art)",True,Drama,Mystery,
Strike the Blood,"Action,Fantasy,Supernatural,Ecchi",3594,294,7.07,24,24 min. per ep.,TV ,Oct 2013 , Mar 2014,643035,7.6,2212.0,3398.0,5878.0,157,"May  10, 2011 to Aug  7, 2020",[],,"Mikumo, Gakuto (Story), Manyako (Art)",True,Action,Fantasy,Supernatural
Sora no Manimani,"Comedy,Romance,Slice of Life",3592,2929,7.07,12,23 min. per ep.,TV ,Jul 2009 , Sep 2009,44212,7.38,3873.0,10483.0,1581.0,68,"Sep  24, 2005 to Jul  25, 2011",['Seinen'],Afternoon,"Kashiwabara, Mami (Story & Art)",True,Comedy,Romance,Slice of Life
Mizuiro Jidai,"Drama,Romance,Slice of Life",3579,7881,7.07,47,25 min. per ep.,TV ,Apr 1996 , Feb 1997,5581,7.2,5863.0,23280.0,440.0,Unknown,1991 to  1994,['Shoujo'],Ciao,"Yabuuchi, Yuu (Story & Art)",True,Drama,Romance,Slice of Life
Sekirei,"Action,Comedy,Ecchi",3591,497,7.07,12,23 min. per ep.,TV ,Jul 2008 , Sep 2008,411902,7.54,2647.0,481.0,34502.0,213,"Jan  30, 2004 to Mar  16, 2018",['Seinen'],Young Gangan,"Gokurakuin, Sakurako (Story & Art)",True,Action,Comedy,Ecchi
Machine-Doll wa Kizutsukanai,"Action,Fantasy,Ecchi",3561,639,7.08,12,23 min. per ep.,TV ,Oct 2013 , Dec 2013,328661,7.66,1892.0,4175.0,4725.0,141,"Nov  21, 2009 to Jul  25, 2017",[],,"Kaitou, Reiji (Story), LLO (Art)",True,Action,Fantasy,Ecchi
Last Exile: Ginyoku no Fam,"Action,Adventure,Sci-Fi",3560,2868,7.08,21,24 min. per ep.,TV ,Oct 2011 , Mar 2012,46590,6.98,8974.0,17856.0,714.0,16,"Jul  4, 2011 to Oct  4, 2012",['Seinen'],Young Ace,"Gonzo (Story), Miyamoto, Roba (Art)",True,Action,Adventure,Sci-Fi
Koi Kaze,"Drama,Romance,Slice of Life",3575,2023,7.07,13,24 min. per ep.,TV ,Apr 2004 , Jun 2004,86235,7.42,3519.0,2374.0,8245.0,35,2001 to  2004,['Seinen'],Evening,"Yoshida, Motoi (Story & Art)",True,Drama,Romance,Slice of Life
Kawaii dake ja Nai Shikimori-san,"Comedy,Romance",3555,646,7.08,12,23 min. per ep.,TV ,Apr 2022 , Jul 2022,536912,7.54,2632.0,242.0,63513.0,201,"Feb  2, 2019 to Feb  18, 2023",[],Magazine pocket,"Maki, Keigo (Story & Art)",True,Comedy,Romance,
Kanon,"Drama,Romance,Slice of Life,Supernatural",3554,2358,7.08,13,24 min. per ep.,TV ,Jan 2002 , Mar 2002,66740,7.16,6467.0,13748.0,1081.0,23,1995 to  1997,['Shoujo'],Flowers (Monthly),"Saitou, Chiho (Story & Art)",True,Drama,Romance,Slice of Life
Inou-Battle wa Nichijou-kei no Naka de,"Comedy,Romance,Slice of Life,Supernatural",3551,485,7.08,12,24 min. per ep.,TV ,Oct 2014 , Dec 2014,428803,7.47,3154.0,4884.0,3953.0,118,"Jun  15, 2012 to Jan  13, 2018",[],,"029 (Art), Nozomi, Kota (Story)",True,Comedy,Romance,Slice of Life
Tsurikichi Sanpei,"Adventure,Sports",3522,7764,7.08,109,24 min. per ep.,TV ,Apr 1980 , Jun 1982,5793,7.57,2415.0,19897.0,593.0,Unknown,1973 to  1983,['Shounen'],Shounen Magazine (Weekly),"Yaguchi, Takao (Story & Art)",True,Adventure,Sports,
Ookami Shoujo to Kuro Ouji,"Comedy,Romance",3517,430,7.08,12,24 min. per ep.,TV ,Oct 2014 , Dec 2014,475594,7.5,2863.0,274.0,57596.0,67,"Jun  11, 2011 to May  13, 2016",['Shoujo'],Bessatsu Margaret,"Hatta, Ayuko (Story & Art)",True,Comedy,Romance,
Mokke,"Mystery,Slice of Life,Supernatural",3513,4829,7.08,24,24 min. per ep.,TV ,Oct 2007 , Mar 2008,16228,7.39,3837.0,12816.0,1192.0,50,Aug  2000 to Jul  2009,['Seinen'],Afternoon,"Kumakura, Takatoshi (Story & Art)",True,Mystery,Slice of Life,Supernatural
Tonari no Kyuuketsuki-san,"Comedy,Girls Love,Slice of Life,Supernatural",3506,1813,7.09,12,23 min. per ep.,TV ,Oct 2018 , Dec 2018,108133,7.3,4692.0,4855.0,3973.0,88,"Aug  27, 2014 to Oct  27, 2021",[],Comic Cune,Amatou (Story & Art),True,Comedy,Girls Love,Slice of Life
Tetsuwan Atom,"Action,Adventure,Drama,Sci-Fi",3503,5334,7.09,193,26 min. per ep.,TV ,Jan 1963 , Dec 1966,13489,7.39,3826.0,2255.0,8634.0,85,Apr  1951 to Mar  1968,['Shounen'],Shounen,"Tezuka, Osamu (Story & Art)",True,Action,Adventure,Drama
Momokuri,"Comedy,Romance,Slice of Life",3514,1832,7.08,26,12 min. per ep.,ONA ,Dec 2015 , Feb 2016,107374,7.34,4283.0,4411.0,4418.0,118,"Jan  10, 2014 to Dec  29, 2016",[],comico,Kurose (Story & Art),True,Comedy,Romance,Slice of Life
Knight's & Magic,"Action,Fantasy",3486,876,7.09,13,24 min. per ep.,TV ,Jul 2017 , Sep 2017,265531,7.45,3266.0,5625.0,3387.0,Unknown,"Jan  30, 2013 to ?",[],,"Kurogin (Art), Amazake-no, Hisago (Story)",True,Action,Fantasy,
Tetsuwan Birdy,"Action,Comedy,Sci-Fi",3504,3593,7.09,4,33 min. per ep.,OVA ,Jul 1996 , Feb 1997,32558,7.36,4073.0,5436.0,3512.0,218,"Dec  26, 2002 to Jul  31, 2008",['Seinen'],Young Sunday (Weekly),"Yuuki, Masami (Story & Art)",True,Action,Comedy,Sci-Fi
Aquarion Evol,"Action,Comedy,Drama,Fantasy,Romance,Sci-Fi",3474,1733,7.09,26,24 min. per ep.,TV ,Jan 2012 , Jun 2012,107119,6.93,9679.0,15941.0,858.0,28,"Jan  14, 2012 to Jun  13, 2014",['Shoujo'],Comic Gene,"Kawamori, Shouji (Story), Satelight (Story), Aogiri (Art)",True,Action,Comedy,Drama
Jahy-sama wa Kujikenai!,"Comedy,Supernatural",3465,981,7.1,20,23 min. per ep.,TV ,Aug 2021 , Dec 2021,249007,7.44,3358.0,418.0,39536.0,Unknown,"Aug  22, 2017 to ?",['Shounen'],Gangan Joker,"Konbu, Wakame (Story & Art)",True,Comedy,Supernatural,
Kamisama Kazoku,"Comedy,Drama,Fantasy,Romance",3384,2750,7.12,13,25 min. per ep.,TV ,May 2006 , Aug 2006,48714,6.97,9082.0,11994.0,1306.0,30,"Dec  2005 to May  23, 2008",[],Comic Flapper,"Kuwashima, Yoshikazu (Story), TaPari (Art)",True,Comedy,Drama,Fantasy
Karin,"Comedy,Romance,Supernatural",3387,1149,7.12,24,23 min. per ep.,TV ,Nov 2005 , May 2006,179777,7.74,1527.0,482.0,34482.0,63,"Apr  9, 2003 to Feb  9, 2008",['Shounen'],Dragon Age,"Kagesaki, Yuna (Story & Art)",True,Comedy,Romance,Supernatural
Aoi Hana,"Girls Love,Romance,Slice of Life",3375,1849,7.12,11,22 min. per ep.,TV ,Jul 2009 , Sep 2009,101381,7.66,1876.0,969.0,18174.0,55,"Nov  17, 2004 to Jul  6, 2013",[],Manga Erotics F,"Shimura, Takako (Story & Art)",True,Girls Love,Romance,Slice of Life
Burn the Witch,"Action,Fantasy",3376,1012,7.12,3,21 min. per ep.,ONA ,Oct 2020 , Oct 2020,250412,6.93,9709.0,832.0,21198.0,5,"Aug  24, 2020 to Sep  14, 2020",['Shounen'],Shounen Jump (Weekly),"Kubo, Tite (Story & Art)",True,Action,Fantasy,
Urara Meirochou,"Comedy,Fantasy,Slice of Life",3364,1480,7.12,12,24 min. per ep.,TV ,Jan 2017 , Mar 2017,132228,7.86,1074.0,4135.0,4775.0,69,"Apr  16, 2014 to Jun  8, 2019",['Seinen'],Manga Time Kirara Miracle!,Harikamo (Story & Art),True,Comedy,Fantasy,Slice of Life
Madan no Ou to Vanadis,"Adventure,Fantasy,Romance,Ecchi",3331,600,7.13,13,24 min. per ep.,TV ,Oct 2014 , Dec 2014,362709,7.84,1171.0,2778.0,7134.0,95,"Apr  25, 2011 to Nov  25, 2017",[],,"Kawaguchi, Tsukasa (Story), Yoshi☆wo (Art), Katagiri, Hinata (Art)",True,Adventure,Fantasy,Romance
Kodomo no Omocha,"Comedy,Drama",3328,6881,7.13,1,30 min.,OVA ,Dec 1995 , Dec 1995,6724,8.3,295.0,798.0,21993.0,54,"Jul  2, 1994 to Oct  3, 1998",['Shoujo'],Ribon Magazine,"Obana, Miho (Story & Art)",True,Comedy,Drama,
Hatenkou Yuugi,"Adventure,Comedy,Drama,Fantasy,Romance",3320,3149,7.13,10,24 min. per ep.,TV ,Jan 2008 , Mar 2008,38131,7.93,905.0,2857.0,6932.0,Unknown,"Nov  18, 1999 to ?",[],Comic ZERO-SUM,"Endou, Minari (Story & Art)",True,Adventure,Comedy,Drama
Junketsu no Maria,"Comedy,Fantasy,Romance",3323,1325,7.13,12,24 min. per ep.,TV ,Jan 2015 , Mar 2015,155065,6.94,9520.0,7523.0,2419.0,25,"Nov  7, 2008 to Jul  5, 2013",['Seinen'],good! Afternoon,"Ishikawa, Masayuki (Story & Art)",True,Comedy,Fantasy,Romance
Haikara-san ga Tooru,"Drama,Romance,Slice of Life",3317,7157,7.13,42,24 min. per ep.,TV ,Jun 1978 , Mar 1979,7361,7.64,2011.0,10704.0,1534.0,Unknown,1975 to  1977,['Shoujo'],Shoujo Friend,"Yamato, Waki (Story & Art)",True,Drama,Romance,Slice of Life
Kimi ga Aruji de Shitsuji ga Ore de,"Comedy,Romance,Ecchi",3326,1606,7.13,13,25 min. per ep.,TV ,Jan 2008 , Mar 2008,120074,7.21,5823.0,10824.0,1511.0,18,"Oct  26, 2007 to Apr  25, 2009",['Shounen'],Comp Ace,"Sumeragi, Hamao (Story), Minato Soft (Story), Shironeko, Sanbou (Art)",True,Comedy,Romance,Ecchi
Angolmois: Genkou Kassenki,"Action,Drama",3307,2527,7.13,12,23 min. per ep.,TV ,Jul 2018 , Sep 2018,61337,7.12,6906.0,8784.0,1983.0,40,"Feb  26, 2013 to Aug  25, 2018",[],ComicWalker,"Takagi, Nanahiko (Story & Art)",True,Action,Drama,
Boku no Chikyuu wo Mamotte,"Drama,Sci-Fi",3310,4499,7.13,6,30 min. per ep.,OVA ,Dec 1993 , Sep 1994,21064,8.1,575.0,1638.0,11785.0,138,1987 to  1994,['Shoujo'],Hana to Yume,"Hiwatari, Saki (Story & Art)",True,Drama,Sci-Fi,
Denpa Onna to Seishun Otoko,"Comedy,Sci-Fi,Slice of Life",3282,684,7.14,12,24 min. per ep.,TV ,Apr 2011 , Jul 2011,307448,7.43,3479.0,7626.0,2377.0,Unknown,"Jan  10, 2009 to Apr  10, 2011",[],Dengeki Bunko Magazine,"Iruma, Hitoma (Story), Buriki (Art)",True,Comedy,Sci-Fi,Slice of Life
Tokimeki Tonight,"Comedy,Fantasy,Romance",3270,5971,7.14,34,24 min. per ep.,TV ,Oct 1982 , Sep 1983,10334,7.6,2230.0,9761.0,1742.0,Unknown,Jul  1982 to Oct  1994,['Shoujo'],Ribon Magazine,"Ikeno, Koi (Story & Art)",True,Comedy,Fantasy,Romance
GA: Geijutsuka Art Design Class,"Comedy,Slice of Life",3285,4298,7.14,12,24 min. per ep.,TV ,Jul 2009 , Sep 2009,20993,7.69,1753.0,9244.0,1862.0,98,"Jul  23, 2004 to Dec  28, 2015",[],Manga Time Kirara Carat,"Kiyuzuki, Satoko (Story & Art)",True,Comedy,Slice of Life,
Rokudenashi Majutsu Koushi to Akashic Records,"Action,Fantasy",3237,266,7.15,12,24 min. per ep.,TV ,Apr 2017 , Jun 2017,738444,7.8,1280.0,2342.0,8331.0,Unknown,"Jul  19, 2014 to ?",[],,"Mishima, Kurone (Art), Hitsuji, Tarou (Story)",True,Action,Fantasy,
Jaku-Chara Tomozaki-kun,"Drama,Romance",3220,687,7.15,12,23 min. per ep.,TV ,Jan 2021 , Mar 2021,390924,7.85,1110.0,1963.0,9726.0,Unknown,"May  18, 2016 to ?",[],,"Fly (Art), Yaku, Yuuki (Story)",True,Drama,Romance,
Hoshi no Koe,"Drama,Romance,Sci-Fi",3219,1313,7.15,1,24 min.,OVA ,Feb 2002 , Feb 2002,157892,7.83,1198.0,738.0,23568.0,10,"Feb  25, 2004 to Dec  25, 2004",['Seinen'],Afternoon,"Shinkai, Makoto (Story), Yumeka, Sumomo (Art)",True,Drama,Romance,Sci-Fi
Hellsing: The Dawn,"Action,Horror,Supernatural",3218,1911,7.15,3,10 min. per ep.,Special ,Jul 2011 , Dec 2012,99510,7.47,3112.0,1604.0,11998.0,6,"2001 to Feb  15, 2006",['Seinen'],Young King OURs,"Hirano, Kouta (Story & Art)",True,Action,Horror,Supernatural
Boogiepop wa Warawanai,"Avant Garde,Drama,Horror,Mystery,Supernatural",3204,1552,7.15,12,24 min. per ep.,TV ,Jan 2000 , Mar 2000,138156,7.12,6917.0,6011.0,3128.0,22,"Aug  7, 1999 to Jun  18, 2002",[],Dengeki hp,"Kadono, Kouhei (Story), Ogata, Kouji (Art)",True,Avant Garde,Drama,Horror
